PointID,PointIDtied,BirdID,Use,Sex,Age,Dispersal,County,Latitude,Longitude,Date,Year,Date5,PerchType5,DetailPerchType5,PerchH5,Water5,WaterType5,Ditch1W5,Ditch1Dbelow5,Ditch2W5,Ditch2Dbelow5,DitchWavg5,DitchDbelowAvg5,WaterBodyArea5,FloodFieldArea5,Water1D5,Water2D5,Water3D5,WaterDavg5,Crops5,CropType5,Tilled5,Burned5,OtherFeatures5,Date11,PerchType11,DetailPerchType11,PerchH11,Water11,WaterType11,Ditch1W11,Ditch1Dbelow11,Ditch2W11,Ditch2Dbelow11,DitchWavg11,DitchDbelowAvg11,WaterBodyArea11,FloodFieldArea11,Water1D11,Water2D11,Water3D11,WaterDavg11,Crops11,CropType11,Tilled11,Burned11,OtherFeatures11,Date100,Wire100,LowWire100,TallWire100,WireAvg100,WoodyPerches100,WoodyAvg100,WoodyTall100,NonnatPerches100,NonnatAvg100,NonnatTall100,TotPerches100,Ditches100,Ditch1W100,Ditch1D100,Ditch2W100,Ditch2D100,Ditch3W100,Ditch3D100,Ditch4W100,Ditch4D100,Ditch5W100,Ditch5D100,DitchWavg100,DitchDavg100,DitchWtot100,DitchDtot100,Grass1W100,Grass1H100,Grass2W100,Grass2H100,Grass3W100,Grass3H100,Grass4W100,Grass4H100,Grass5W100,Grass5H100,Grass6W100,Grass6H100,ShortGrass100,TallGrass100,GrassHdiff250,GrassWavg100,GrassHavg100,GrassWtot100,Notes100,Date250,Wire250,LowWire250,TallWire250,WireAvg250,WoodyPerches250,WoodyAvg250,WoodyTall250,NonnatPerches250,NonnatAvg250,NonnatTall250,TotalPerches250,Ditches250,Ditch1W250,Ditch1D250,Ditch2W250,Ditch2D250,Ditch3W250,Ditch3D250,Ditch4W250,Ditch4D250,Ditch5W250,Ditch5D250,DitchWavg250,DitchDavg250,DitchWtot250,DitchDtot250,Grass1W250,Grass1H250,Grass2W250,Grass2H250,Grass3W250,Grass3H250,Grass4W250,Grass4H250,Grass5W250,Grass5H250,Grass6W250,Grass6H250,ShortGrass250,TallGrass250,GrassHdiff250,GrassWavg250,GrassHavg250,GrassWtot250,Notes250,Data Questions,Corn,Cotton,Rice,Soybean,Fallow/Idle Cropland,Developed,Forested,Corn500,Cotton500,Rice500,Soy500,Fallow500,Develop500,Forest500
Borneo Obs 2,Borneo2,Borneo,1,M,ASY,0,,35.66315,-90.57158,2/9/2017,1,2/9/2017,wire,utility wire,7.25,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,soy,0,0,harvested,2/9/2017,wire,utility wire,7.25,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,soy,0,0,harvested,,240,NA,NA,7,51,6,13,20,2,7,71,3,5,1.75,13,2,2.5,2,NA,NA,NA,NA,6.833333333,1.916666667,20.5,5.75,3,0.5,8,1,4,0.5,NA,NA,NA,NA,NA,NA,,,,5,0.666666667,15,,,540,NA,NA,7,101,6,13,25,2,7,126,3,5,1.75,13,2,2.5,2,NA,NA,NA,NA,6.833333333,1.916666667,20.5,5.75,3,0.5,8,1,4,0.5,NA,NA,NA,NA,NA,NA,,,,5,0.666666667,15,,,25200,53100,102600,518400,33300,30600,0,3.20856432,6.760903389,13.06344045,66.00475173,4.239888566,3.896113817,0
Borneo Ran 2,Borneo2,Borneo,0,M,ASY,0,,35.66293,-90.57111,2/9/2017,1,2/9/2017,stubble,soy stubble,0.1,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,soy,0,0,harvested,2/9/2017,stubble,soy stubble,0.1,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,soy,0,0,harvested,,200,NA,NA,7,51,6,13,20,2,7,71,3,5,1.75,13,2,2.5,2,NA,NA,NA,NA,6.833333333,1.916666667,20.5,5.75,3,0.5,8,1,4,0.5,NA,NA,NA,NA,NA,NA,,,,5,0.666666667,15,,,500,NA,NA,7,101,6,13,25,2,7,126,3,5,1.75,13,2,2.5,2,NA,NA,NA,NA,6.833333333,1.916666667,20.5,5.75,3,0.5,8,1,4,0.5,NA,NA,NA,NA,NA,NA,,,,5,0.666666667,15,,,49050,23850,211950,425250,17100,36900,0,6.245241266,3.036676946,26.98631777,54.1445229,2.177240074,4.698254898,0
Czar Obs 1,Czar1,Czar,1,F,ASY,,,35.68114,-90.86816,1/23/2017,1,1/23/2017,anthropogenic,utility pole,7.25,1,ditch,1.5,0.05,NA,NA,1.5,0.05,NA,NA,0.07,NA,NA,0.07,1,rice,0,0,"harvested rice, on crossbean of utility pole",1/23/2017,anthropogenic,utility pole,7.25,1,ditch,1.5,0.05,3,0.75,2.25,0.4,NA,NA,0.07,0.2,NA,0.135,1,rice,0,0,"harvested rice, on crossbean of utility pole",,200,NA,NA,7.25,2,1.5,2,3,7.25,7.25,5,2,1.8,0.15,2.75,0.75,NA,NA,NA,NA,NA,NA,2.275,0.45,4.55,0.9,7,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,,,,4,0.5,8,,,612,NA,NA,7.25,2,1.5,2,11,6.75,7.25,13,2,1.8,0.15,2.75,0.75,NA,NA,NA,NA,NA,NA,2.275,0.45,4.55,0.9,1,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,,,,1,0.5,2,,,0,0,301050,418500,1350,57150,450,0,0,38.33088447,53.28508603,0.171887374,7.276565512,0.057295791
Czar Ran 1,Czar1,Czar,0,F,ASY,,,35.68029,-90.86903,1/23/2017,1,1/23/2017,stubble,rice stubble,0.05,1,flooded field,NA,NA,NA,NA,0,0,NA,8,0.03,NA,NA,0.03,1,rice,0,0,harvested,1/23/2017,stubble,rice stubble,0.05,1,flooded field,NA,NA,NA,NA,0,0,NA,38,0.03,NA,NA,0.03,1,rice,0,0,harvested,,312,NA,NA,7.25,0,0,NA,6,6.75,7.25,6,1,1.8,0.15,3.15,0.6,NA,NA,NA,NA,NA,NA,2.475,0.375,4.95,0.75,1,0.5,8,0.05,5,0.05,NA,NA,NA,NA,NA,NA,,,,4.666666667,0.2,14,,,598,NA,NA,7.25,2,1.5,2,10,6.75,7.25,12,2,1.8,0.15,2.75,0.75,3.15,0.6,NA,NA,NA,NA,2.566666667,0.5,7.7,1.5,1,0.5,1,0.5,8,0.05,5,0.05,NA,NA,NA,NA,,,,3.75,0.275,15,,,0,0,355050,372150,900,55800,1800,0,0,45.20637944,47.38361952,0.114591583,7.104678138,0.229183166
Czar Obs 2,Czar2,Czar,1,F,ASY,,,35.68116,-90.8721,2/3/2017,1,2/3/2017,wire,utility wire,8.4,1,ditch,1.5,0.75,NA,NA,1.5,0.75,NA,NA,0.05,NA,NA,0.05,1,rice,1,0,harvested,2/3/2017,wire,utility wire,8.4,1,ditch,1.5,0.75,NA,NA,1.5,0.75,NA,NA,0.05,NA,NA,0.05,1,rice,1,0,harvested,,200,NA,NA,7.25,0,0,NA,3,7.25,7.25,3,2,1.8,0.15,2.75,0.75,NA,NA,NA,NA,1.5,0.2,2.016666667,0.366666667,6.05,1.1,1,0.5,1,0.5,NA,NA,NA,NA,25,0.1,25,0.1,,,,13,0.3,52,,,700,NA,NA,7.25,1,1,1,11,7.25,7.25,12,5,1.8,0.15,2.75,0.75,3,0.6,3.15,0.6,1.5,0.2,2.44,0.46,12.2,2.3,1,0.5,1,0.5,5,0.05,8,0.05,4,0.1,25,0.1,,,,7.333333333,0.216666667,44,,,0,0,301050,418500,1350,57150,450,0,0,38.33088447,53.28508603,0.171887374,7.276565512,0.057295791
Czar Ran 2,Czar2,Czar,0,F,ASY,,,35.68055,-90.87252,2/3/2017,1,2/3/2017,stubble,rice stubble,0.05,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,1,0,harvested,2/3/2017,stubble,rice stubble,0.05,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,1,0,harvested,,120,NA,NA,7.25,0,0,NA,2,7.25,7.25,2,1,1.8,0.15,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.15,1.8,0.15,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,1,0.5,1,,,750,NA,NA,7.25,1,1,1,9,7.25,7.25,10,4,1.8,0.15,2.75,0.75,1.5,0.2,3,0.6,NA,NA,2.2625,0.425,9.05,1.7,1,0.5,1,0.5,4,0.1,25,0.1,NA,NA,NA,NA,,,,7.75,0.3,31,,,0,0,355050,372150,900,55800,1800,0,0,45.20637944,47.38361952,0.114591583,7.104678138,0.229183166
Czar Obs 3,Czar3,Czar,1,F,ASY,,,35.68805,-90.8742,2/10/2017,1,2/10/2017,wire,utility wire,7,1,ditch,4.25,1.25,NA,NA,4.25,1.25,NA,NA,0.01,NA,NA,0.01,0,none,NA,NA,NA,2/10/2017,wire,utility wire,7,1,ditch,4.25,1.25,NA,NA,4.25,1.25,NA,NA,0.02,0.12,NA,0.07,1,rice,1,0,planed as well,,260,NA,NA,7,6,3,4,5,7,7,11,3,3.25,0.75,3.4,0.75,3.4,0.75,NA,NA,NA,NA,3.35,0.75,10.05,2.25,4.5,0.1,3,0.1,6,0.1,NA,NA,NA,NA,NA,NA,,,,4.5,0.1,13.5,,,750,NA,NA,7,6,3,4,8,7,7,14,3,3.25,0.75,3.4,0.75,3.4,0.75,NA,NA,NA,NA,3.35,0.75,10.05,2.25,4.5,0.1,3,0.1,6,0.1,NA,NA,NA,NA,NA,NA,,,,4.5,0.1,13.5,,,0,0,301050,418500,1350,57150,450,0,0,38.33088447,53.28508603,0.171887374,7.276565512,0.057295791
Czar Ran 3,Czar3,Czar,0,F,ASY,,,35.69002,-90.87352,2/10/2017,1,2/10/2017,stubble,rice stubble,0.5,1,flooded field,NA,NA,NA,NA,0,0,NA,2,0.01,NA,NA,0.01,1,rice,0,1,NA,2/10/2017,stubble,rice stubble,0.5,1,flooded field,NA,NA,NA,NA,0,0,NA,6,0.01,NA,NA,0.01,1,rice,0,1,NA,,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,,220,NA,NA,7,5,3,4,5,7,7,10,3,3.25,0.75,3.4,0.75,3.4,0.75,NA,NA,NA,NA,3.35,0.75,10.05,2.25,4.5,0.1,3,0.1,6,0.1,NA,NA,NA,NA,NA,NA,,,,4.5,0.1,13.5,,,0,0,355050,372150,900,55800,1800,0,0,45.20637944,47.38361952,0.114591583,7.104678138,0.229183166
Czar Obs 4,Czar4,Czar,1,F,ASY,,,35.68664,-90.8742,2/19/2017,1,2/19/2017,wire,utility wire,6.6,1,ditch,2,1,NA,NA,2,1,NA,NA,0.1,NA,NA,0.1,0,none,NA,NA,NA,2/19/2017,wire,utility wire,6.6,1,ditch,2,1,NA,NA,2,1,NA,NA,0.1,NA,NA,0.1,1,rice,1,0,flat rice,,300,NA,NA,7,0,0,NA,4,7,7,4,2,3.25,0.75,3.4,0.75,NA,NA,NA,NA,NA,NA,3.325,0.75,6.65,1.5,4.5,0.05,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,,,,3.75,0.05,7.5,,,685,NA,NA,7,0,0,NA,10,6.75,7,10,2,3.25,0.75,3.4,0.75,NA,NA,NA,NA,NA,NA,3.325,0.75,6.65,1.5,4.5,0.05,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,,,,3.75,0.05,7.5,,,0,0,301050,418500,1350,57150,450,0,0,38.33088447,53.28508603,0.171887374,7.276565512,0.057295791
Czar Ran 4,Czar4,Czar,0,F,ASY,,,35.6867,-90.87469,2/19/2017,1,2/19/2017,natural,dirt mound,0.3,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,1,0,flat rice,2/19/2017,natural,dirt mound,0.3,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,1,0,flat rice,,285,NA,NA,7,0,0,NA,7,6.75,7,7,2,3.25,0.75,3.4,0.75,NA,NA,NA,NA,NA,NA,3.325,0.75,6.65,1.5,4.5,0.05,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,,,,3.75,0.05,7.5,,,610,NA,NA,7,0,0,NA,10,6.75,7,10,2,3.25,0.75,3.4,0.75,NA,NA,NA,NA,NA,NA,3.325,0.75,6.65,1.5,4.5,0.05,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,,,,3.75,0.05,7.5,,,0,0,355050,372150,900,55800,1800,0,0,45.20637944,47.38361952,0.114591583,7.104678138,0.229183166
Czar Obs 5,Czar5,Czar,1,F,ASY,,,35.6834,-90.87421,2/23/2017,1,2/23/2017,wire,utility wire,6.6,1,ditch,2.25,0.3,NA,NA,2.25,0.3,NA,NA,0.2,NA,NA,0.2,0,none,NA,NA,NA,2/23/2017,wire,utility wire,6.6,1,ditch,2.25,0.3,NA,NA,2.25,0.3,NA,NA,0.2,NA,NA,0.2,1,rice,1,0,NA,,200,NA,NA,7,0,0,NA,2,7,7,2,2,3.25,0.75,3.4,0.75,NA,NA,NA,NA,NA,NA,3.325,0.75,6.65,1.5,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,3,0.05,3,,,700,NA,NA,7,0,0,NA,8,7,7,8,2,3.25,0.75,3.4,0.75,NA,NA,NA,NA,NA,NA,3.325,0.75,6.65,1.5,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,3,0.05,3,,,0,0,301050,418500,1350,57150,450,0,0,38.33088447,53.28508603,0.171887374,7.276565512,0.057295791
Czar Ran 5,Czar5,Czar,0,F,ASY,,,35.684,-90.87437,2/23/2017,1,2/23/2017,wire,utility wire,6.6,1,ditch,2.25,0.3,NA,NA,2.25,0.3,NA,NA,0.2,NA,NA,0.2,0,none,0,0,NA,2/23/2017,wire,utility wire,6.6,1,ditch,2.25,0.3,NA,NA,2.25,0.3,NA,NA,0.2,NA,NA,0.2,1,rice,1,0,NA,,200,NA,NA,7,0,0,NA,2,7,7,2,2,3.25,0.75,3.4,0.75,NA,NA,NA,NA,NA,NA,3.325,0.75,6.65,1.5,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,3,0.05,3,,,685,NA,NA,7,0,0,NA,10,6.75,7,10,2,3.25,0.75,3.4,0.75,NA,NA,NA,NA,NA,NA,3.325,0.75,6.65,1.5,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,3,0.05,3,,,0,0,355050,372150,900,55800,1800,0,0,45.20637944,47.38361952,0.114591583,7.104678138,0.229183166
