PointID,PointIDtied,BirdID,Use,Sex,Age,Dispersal,County,Latitude,Longitude,Date,Year,Date5,PerchType5,DetailPerchType5,PerchH5,Water5,WaterType5,Ditch1W5,Ditch1Dbelow5,Ditch2W5,Ditch2Dbelow5,DitchWavg5,DitchDbelowAvg5,WaterBodyArea5,FloodFieldArea5,Water1D5,Water2D5,Water3D5,WaterDavg5,Crops5,CropType5,Tilled5,Burned5,OtherFeatures5,Date11,PerchType11,DetailPerchType11,PerchH11,Water11,WaterType11,Ditch1W11,Ditch1Dbelow11,Ditch2W11,Ditch2Dbelow11,DitchWavg11,DitchDbelowAvg11,WaterBodyArea11,FloodFieldArea11,Water1D11,Water2D11,Water3D11,WaterDavg11,Crops11,CropType11,Tilled11,Burned11,OtherFeatures11,Date100,Wire100,LowWire100,TallWire100,WireAvg100,WoodyPerches100,WoodyAvg100,WoodyTall100,NonnatPerches100,NonnatAvg100,NonnatTall100,TotPerches100,Ditches100,Ditch1W100,Ditch1D100,Ditch2W100,Ditch2D100,Ditch3W100,Ditch3D100,Ditch4W100,Ditch4D100,Ditch5W100,Ditch5D100,DitchWavg100,DitchDavg100,DitchWtot100,DitchDtot100,Grass1W100,Grass1H100,Grass2W100,Grass2H100,Grass3W100,Grass3H100,Grass4W100,Grass4H100,Grass5W100,Grass5H100,Grass6W100,Grass6H100,ShortGrass100,TallGrass100,GrassHdiff250,GrassWavg100,GrassHavg100,GrassWtot100,Notes100,Date250,Wire250,LowWire250,TallWire250,WireAvg250,WoodyPerches250,WoodyAvg250,WoodyTall250,NonnatPerches250,NonnatAvg250,NonnatTall250,TotalPerches250,Ditches250,Ditch1W250,Ditch1D250,Ditch2W250,Ditch2D250,Ditch3W250,Ditch3D250,Ditch4W250,Ditch4D250,Ditch5W250,Ditch5D250,DitchWavg250,DitchDavg250,DitchWtot250,DitchDtot250,Grass1W250,Grass1H250,Grass2W250,Grass2H250,Grass3W250,Grass3H250,Grass4W250,Grass4H250,Grass5W250,Grass5H250,Grass6W250,Grass6H250,ShortGrass250,TallGrass250,GrassHdiff250,GrassWavg250,GrassHavg250,GrassWtot250,Notes250,Data Questions,Corn,Cotton,Rice,Soybean,Fallow/Idle Cropland,Developed,Forested,Corn500,Cotton500,Rice500,Soy500,Fallow500,Develop500,Forest500
Gerald Obs 2,Gerald 2,Gerald,1,M,SY,0,,35.87797,-90.51748,2/16/2017,1,2/16/2017,wire,utility wire,7,0,none,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,1,rice,1,0,NA,2/16/2017,wire,utility wire,7,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,1,0,NA,,300,NA,NA,7.5,0,0,NA,4,4,8,4,3,2.25,0.25,3.25,0.25,1.5,0.2,NA,NA,NA,NA,2.333333333,0.233333333,7,0.7,20,0.75,0,0,1,0.3,NA,NA,NA,NA,NA,NA,,,,7,0.35,21,,,750,NA,NA,7.5,101,6,16,22,4,8,123,3,2.25,0.25,3.25,0.25,1.5,0.2,NA,NA,NA,NA,2.333333333,0.233333333,7,0.7,20,0.75,0,0,1,0.3,NA,NA,NA,NA,NA,NA,,,,7,0.35,21,,,167400,541800,0,45900,0,30600,0,21.31403441,68.98413289,0,5.844170726,0,3.896113817,0
Gerald Ran 2,Gerald 2,Gerald,0,M,SY,0,,35.87643,-90.51929,2/16/2017,1,2/16/2017,stubble,rice stubble,0.1,0,none,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,1,rice,1,0,harvested,2/16/2017,stubble,rice stubble,0.1,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,1,0,harvested,,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,,360,NA,NA,7.5,30,6,14,14,4,8,44,3,2.25,0.25,3.25,0.25,1.5,0.2,NA,NA,NA,NA,2.333333333,0.233333333,7,0.7,20,0.75,0,0,1,0.3,NA,NA,NA,NA,NA,NA,,,,7,0.35,21,,,99000,594900,0,44100,0,44100,0,12.60507412,75.74503627,0,5.61498756,0,5.61498756,0
Gerald Obs 3,Gerald 3,Gerald,1,M,SY,0,,35.87817,-90.51612,2/18/2017,1,2/18/2017,wire,utility wire,7.75,1,ditch,3,0.25,NA,NA,3,0.25,NA,NA,0.3,NA,NA,0.3,1,cotton,1,0,NA,2/18/2017,wire,utility wire,7.75,1,ditch,3,0.25,NA,NA,3,0.25,NA,NA,0.3,NA,NA,0.3,1,cotton,1,0,NA,,200,NA,NA,7.5,0,0,NA,1,8,8,1,4,3,0.75,2.25,0.5,2.25,0.25,3.25,0.25,NA,NA,2.6875,0.4375,10.75,1.75,10,0.2,1.75,0.2,20,0.75,0,0,NA,NA,NA,NA,,,,7.9375,0.2875,31.75,,,820,NA,NA,7.5,33,3,16,11,4,8,44,4,3,0.75,2.25,0.5,2.25,0.25,3.25,0.25,NA,NA,2.6875,0.4375,10.75,1.75,10,0.2,1.75,0.2,20,0.75,0,0,NA,NA,NA,NA,,,,7.9375,0.2875,31.75,,,167400,541800,0,45900,0,30600,0,21.31403441,68.98413289,0,5.844170726,0,3.896113817,0
Gerald Ran 3,Gerald 3,Gerald,0,M,SY,0,,35.87811,-90.51478,2/18/2017,1,2/18/2017,natural,tree,2,1,ditch,3,0.25,NA,NA,3,0.25,NA,NA,0.3,NA,NA,0.3,0,none,NA,NA,NA,2/18/2017,natural,tree,2,1,ditch,3,0.25,NA,NA,3,0.25,NA,NA,0.3,NA,NA,0.3,0,none,NA,NA,NA,,300,NA,NA,7.5,33,3,16,4,5,8,37,4,3,0.75,2.25,0.5,2.25,0.25,3.25,0.25,NA,NA,2.6875,0.4375,10.75,1.75,10,0.2,1.75,0.2,20,0.75,0,0,NA,NA,NA,NA,,,,7.9375,0.2875,31.75,,,750,NA,NA,7.5,33,3,16,7,5,8,40,4,3,0.75,2.25,0.5,2.25,0.25,3.25,0.25,NA,NA,2.6875,0.4375,10.75,1.75,10,0.2,1.75,0.2,20,0.75,0,0,NA,NA,NA,NA,,,,7.9375,0.2875,31.75,,,99000,594900,0,44100,0,44100,0,12.60507412,75.74503627,0,5.61498756,0,5.61498756,0
Gerald Obs 4,Gerald 4,Gerald,1,M,SY,0,,35.87814,-90.51666,2/20/2017,1,2/20/2017,wire,utility wire,6.75,1,ditch,2.75,0.25,NA,NA,2.75,0.25,NA,NA,0.1,NA,NA,0.1,1,soy,1,0,active tilling,2/20/2017,wire,utility wire,6.75,1,ditch,2.75,0.25,NA,NA,2.75,0.25,NA,NA,0.1,NA,NA,0.1,1,soy,1,0,active tilling,,260,NA,NA,7.5,0,0,NA,4,4,8,4,3,2.25,0.25,3.25,0.25,1.5,0.2,NA,NA,NA,NA,2.333333333,0.233333333,7,0.7,20,0.75,0,0,1,0.3,NA,NA,NA,NA,NA,NA,,,,7,0.35,21,,,740,NA,NA,7.5,101,6,16,13,4,8,114,3,2.25,0.25,3.25,0.25,1.5,0.2,NA,NA,NA,NA,2.333333333,0.233333333,7,0.7,20,0.75,0,0,1,0.3,NA,NA,NA,NA,NA,NA,,,,7,0.35,21,,,167400,541800,0,45900,0,30600,0,21.31403441,68.98413289,0,5.844170726,0,3.896113817,0
Gerald Ran 4,Gerald 4,Gerald,0,M,SY,0,,35.87679,-90.51761,2/20/2017,1,2/20/2017,wire,utility wire,6.75,0,none,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,1,soy,0,0,harvested,2/20/2017,wire,utility wire,6.75,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,soy,0,0,harvested,,200,NA,NA,7.5,0,0,NA,1,8,8,1,1,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.2,1.5,0.2,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,1,0.3,1,,,690,NA,NA,7.5,55,6,14,15,6,8,70,3,3.25,0.25,2.25,0.25,1.5,0.2,NA,NA,NA,NA,2.333333333,0.233333333,7,0.7,0,0,20,0.75,1,0.3,NA,NA,NA,NA,NA,NA,,,,7,0.35,21,,,99000,594900,0,44100,0,44100,0,12.60507412,75.74503627,0,5.61498756,0,5.61498756,0
Gerald Obs 5,Gerald 5,Gerald,1,M,SY,0,,35.87812,-90.5173,2/22/2017,1,2/22/2017,wire,utility wire,6,1,ditch,2.75,0.25,NA,NA,2.75,0.25,NA,NA,0.3,NA,NA,0.3,1,soy,1,0,"bare ground, fallow maybe?",2/22/2017,wire,utility wire,6,1,ditch,2.75,0.25,NA,NA,2.75,0.25,NA,NA,0.3,NA,NA,0.3,1,soy,1,0,"bare ground, fallow maybe?",,300,NA,NA,7.5,0,0,NA,4,4,8,4,3,3.25,0.25,2.25,0.25,1.5,0.2,NA,NA,NA,NA,2.333333333,0.233333333,7,0.7,0,0,20,0.75,1,0.3,NA,NA,NA,NA,NA,NA,,,,7,0.35,21,,,750,NA,NA,7.5,101,6,16,22,4,8,123,3,3.25,0.25,2.25,0.25,1.5,0.2,NA,NA,NA,NA,2.333333333,0.233333333,7,0.7,0,0,20,0.75,1,0.3,NA,NA,NA,NA,NA,NA,,,,7,0.35,21,,,167400,541800,0,45900,0,30600,0,21.31403441,68.98413289,0,5.844170726,0,3.896113817,0
Gerald Ran 5,Gerald 5,Gerald,0,M,SY,0,,35.87741,-90.51766,2/22/2017,1,2/22/2017,wire,utility wire,6,0,none,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,1,soy,1,0,NA,2/22/2017,wire,utility wire,6,0,none,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,1,soy,1,0,NA,,240,NA,NA,7.5,0,0,NA,4,5,8,4,3,3.25,0.25,2.25,0.25,1.5,0.2,NA,NA,NA,NA,2.333333333,0.233333333,7,0.7,0,0,20,0.75,1,0.3,NA,NA,NA,NA,NA,NA,,,,7,0.35,21,,,680,NA,NA,7.5,45,6,14,14,5,8,59,3,3.25,0.25,2.25,0.25,1.5,0.2,NA,NA,NA,NA,2.333333333,0.233333333,7,0.7,0,0,20,0.75,1,0.3,NA,NA,NA,NA,NA,NA,,,,7,0.35,21,,,99000,594900,0,44100,0,44100,0,12.60507412,75.74503627,0,5.61498756,0,5.61498756,0
Hugo Obs 1,Hugo1,Hugo,1,M,SY,0,,35.47062,-90.47937,2/1/2017,1,2/1/2017,natural,tree,4,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,soy,1,0,NA,2/1/2017,natural,tree,4,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,soy,1,0,NA,,200,NA,NA,6.25,2,2,4,2,6.5,6.5,4,2,7.5,2.25,7,2,NA,NA,NA,NA,NA,NA,7.25,2.125,14.5,4.25,2,0.25,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,,,,4,0.375,8,,,500,NA,NA,6.25,20,2,4,7,6.5,6.5,27,3,7.5,2.25,7,2,13,2,NA,NA,NA,NA,9.166666667,2.083333333,27.5,6.25,8,0.5,2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,,,,5,0.375,10,,,900,9000,157500,541800,7200,69300,0,0.114591583,1.145915829,20.053527,68.98413289,0.916732663,8.823551881,0
Hugo Ran 1,Hugo1,Hugo,0,M,SY,0,,35.47208,-90.47871,2/1/2017,1,2/1/2017,anthropogenic,farm equipment,4,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,soy,1,0,harvested,2/1/2017,anthropogenic,farm equipment,4,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,soy,1,0,harvested,,0,NA,NA,0,0,0,NA,1,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,,450,NA,NA,6.25,2,2,4,5,5,6.5,7,2,7.5,2.25,7,2,NA,NA,NA,NA,NA,NA,7.25,2.125,14.5,4.25,2,0.25,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,,,,4,0.375,8,,,0,4500,95400,621000,7200,59400,0,0,0.572957914,12.14670778,79.06819218,0.916732663,7.563044469,0
Irene Obs 1,Irene1,Irene,1,F,SY,0,,35.63462,-90.72228,2/9/2017,1,2/9/2017,wire,utility wire,8,1,ditch,5.5,0.8,NA,NA,5.5,0.8,NA,NA,0.01,NA,NA,0.01,1,rice,0,0,NA,2/9/2017,wire,utility wire,8,1,ditch,5.5,0.8,NA,NA,5.5,0.8,NA,NA,0.02,NA,NA,0.02,1,rice,0,0,NA,,220,NA,NA,7.25,2,1.5,1.6,2,8,8,4,3,6,2,1.25,0.75,2.25,0.75,NA,NA,NA,NA,3.166666667,1.166666667,9.5,3.5,8,1,6,0.5,6,0.5,NA,NA,NA,NA,NA,NA,,,,6.666666667,0.666666667,20,,,680,NA,NA,7.25,35,5,16,10,6.5,8,45,4,6,2,1.25,0.75,2.25,0.75,NA,NA,NA,NA,3.166666667,1.166666667,9.5,3.5,8,1,6,0.5,6,0.5,NA,NA,NA,NA,NA,NA,,,,6.666666667,0.666666667,20,,,3600,0,338400,339300,6300,82800,12600,0.458366331,0,43.08643516,43.20102674,0.80214108,10.54242562,1.60428216
Irene Ran 1,Irene1,Irene,0,F,SY,0,,35.6375,-90.72153,2/9/2017,1,2/9/2017,anthropogenic,ag equipment,1,1,ditch,4,1,NA,NA,4,1,NA,NA,0.5,NA,NA,0.5,1,rice,1,0,perch is water control structure,2/9/2017,anthropogenic,ag equipment,1,1,ditch,4,1,NA,NA,4,1,NA,NA,0.5,NA,NA,0.5,1,rice,1,0,perch is water control structure,,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,,60,NA,NA,7.25,4,2,2.5,4,6.5,8,8,3,6,2,1.25,0.75,2.25,0.75,NA,NA,NA,NA,3.166666667,1.166666667,9.5,3.5,8,1,6,0.5,6,0.5,NA,NA,NA,NA,NA,NA,,,,6.666666667,0.666666667,20,,,3600,0,334800,345600,6300,82800,11700,0.458366331,0,42.62806883,44.00316782,0.80214108,10.54242562,1.489690577
Irene Obs 2,Irene2,Irene,1,F,SY,0,,35.63536,-90.72223,2/10/2017,1,2/10/2017,wire,utility wire,7.25,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,harvested,2/10/2017,wire,utility wire,7.25,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,harvested,,300,NA,NA,7.25,9,2,2.25,5,6.5,8,14,3,6,2,1.25,0.25,2.25,0.75,NA,NA,NA,NA,3.166666667,1,9.5,3,8,1,6,0.5,6,0.5,NA,NA,NA,NA,NA,NA,,,,6.666666667,0.666666667,20,,,750,NA,NA,7.25,35,4,16,9,6.5,8,44,4,6,2,1.25,0.25,2.25,0.75,8,2,NA,NA,4.375,1.25,17.5,5,8,1,6,0.5,6,0.5,10,0.5,NA,NA,NA,NA,,,,7.5,0.625,30,,,3600,0,338400,339300,6300,82800,12600,0.458366331,0,43.08643516,43.20102674,0.80214108,10.54242562,1.60428216
