PointID,PointIDtied,BirdID,Use,Sex,Age,Dispersal,County,Latitude,Longitude,Date,Year,Date5,PerchType5,DetailPerchType5,PerchH5,Water5,WaterType5,Ditch1W5,Ditch1Dbelow5,Ditch2W5,Ditch2Dbelow5,DitchWavg5,DitchDbelowAvg5,WaterBodyArea5,FloodFieldArea5,Water1D5,Water2D5,Water3D5,WaterDavg5,Crops5,CropType5,Tilled5,Burned5,OtherFeatures5,Date11,PerchType11,DetailPerchType11,PerchH11,Water11,WaterType11,Ditch1W11,Ditch1Dbelow11,Ditch2W11,Ditch2Dbelow11,DitchWavg11,DitchDbelowAvg11,WaterBodyArea11,FloodFieldArea11,Water1D11,Water2D11,Water3D11,WaterDavg11,Crops11,CropType11,Tilled11,Burned11,OtherFeatures11,Date100,Wire100,LowWire100,TallWire100,WireAvg100,WoodyPerches100,WoodyAvg100,WoodyTall100,NonnatPerches100,NonnatAvg100,NonnatTall100,TotPerches100,Ditches100,Ditch1W100,Ditch1D100,Ditch2W100,Ditch2D100,Ditch3W100,Ditch3D100,Ditch4W100,Ditch4D100,Ditch5W100,Ditch5D100,DitchWavg100,DitchDavg100,DitchWtot100,DitchDtot100,Grass1W100,Grass1H100,Grass2W100,Grass2H100,Grass3W100,Grass3H100,Grass4W100,Grass4H100,Grass5W100,Grass5H100,Grass6W100,Grass6H100,ShortGrass100,TallGrass100,GrassHdiff250,GrassWavg100,GrassHavg100,GrassWtot100,Notes100,Date250,Wire250,LowWire250,TallWire250,WireAvg250,WoodyPerches250,WoodyAvg250,WoodyTall250,NonnatPerches250,NonnatAvg250,NonnatTall250,TotalPerches250,Ditches250,Ditch1W250,Ditch1D250,Ditch2W250,Ditch2D250,Ditch3W250,Ditch3D250,Ditch4W250,Ditch4D250,Ditch5W250,Ditch5D250,DitchWavg250,DitchDavg250,DitchWtot250,DitchDtot250,Grass1W250,Grass1H250,Grass2W250,Grass2H250,Grass3W250,Grass3H250,Grass4W250,Grass4H250,Grass5W250,Grass5H250,Grass6W250,Grass6H250,ShortGrass250,TallGrass250,GrassHdiff250,GrassWavg250,GrassHavg250,GrassWtot250,Notes250,Data Questions,Corn,Cotton,Rice,Soybean,Fallow/Idle Cropland,Developed,Forested,Corn500,Cotton500,Rice500,Soy500,Fallow500,Develop500,Forest500
Irene Obs 1,Irene1,Irene,1,F,SY,0,,35.63462,-90.72228,2/9/2017,1,2/9/2017,wire,utility wire,8,1,ditch,5.5,0.8,NA,NA,5.5,0.8,NA,NA,0.01,NA,NA,0.01,1,rice,0,0,NA,2/9/2017,wire,utility wire,8,1,ditch,5.5,0.8,NA,NA,5.5,0.8,NA,NA,0.02,NA,NA,0.02,1,rice,0,0,NA,,220,NA,NA,7.25,2,1.5,1.6,2,8,8,4,3,6,2,1.25,0.75,2.25,0.75,NA,NA,NA,NA,3.166666667,1.166666667,9.5,3.5,8,1,6,0.5,6,0.5,NA,NA,NA,NA,NA,NA,,,,6.666666667,0.666666667,20,,,680,NA,NA,7.25,35,5,16,10,6.5,8,45,4,6,2,1.25,0.75,2.25,0.75,NA,NA,NA,NA,3.166666667,1.166666667,9.5,3.5,8,1,6,0.5,6,0.5,NA,NA,NA,NA,NA,NA,,,,6.666666667,0.666666667,20,,,3600,0,338400,339300,6300,82800,12600,0.458366331,0,43.08643516,43.20102674,0.80214108,10.54242562,1.60428216
Irene Ran 1,Irene1,Irene,0,F,SY,0,,35.6375,-90.72153,2/9/2017,1,2/9/2017,anthropogenic,ag equipment,1,1,ditch,4,1,NA,NA,4,1,NA,NA,0.5,NA,NA,0.5,1,rice,1,0,perch is water control structure,2/9/2017,anthropogenic,ag equipment,1,1,ditch,4,1,NA,NA,4,1,NA,NA,0.5,NA,NA,0.5,1,rice,1,0,perch is water control structure,,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,,60,NA,NA,7.25,4,2,2.5,4,6.5,8,8,3,6,2,1.25,0.75,2.25,0.75,NA,NA,NA,NA,3.166666667,1.166666667,9.5,3.5,8,1,6,0.5,6,0.5,NA,NA,NA,NA,NA,NA,,,,6.666666667,0.666666667,20,,,3600,0,334800,345600,6300,82800,11700,0.458366331,0,42.62806883,44.00316782,0.80214108,10.54242562,1.489690577
Irene Obs 2,Irene2,Irene,1,F,SY,0,,35.63536,-90.72223,2/10/2017,1,2/10/2017,wire,utility wire,7.25,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,harvested,2/10/2017,wire,utility wire,7.25,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,harvested,,300,NA,NA,7.25,9,2,2.25,5,6.5,8,14,3,6,2,1.25,0.25,2.25,0.75,NA,NA,NA,NA,3.166666667,1,9.5,3,8,1,6,0.5,6,0.5,NA,NA,NA,NA,NA,NA,,,,6.666666667,0.666666667,20,,,750,NA,NA,7.25,35,4,16,9,6.5,8,44,4,6,2,1.25,0.25,2.25,0.75,8,2,NA,NA,4.375,1.25,17.5,5,8,1,6,0.5,6,0.5,10,0.5,NA,NA,NA,NA,,,,7.5,0.625,30,,,3600,0,338400,339300,6300,82800,12600,0.458366331,0,43.08643516,43.20102674,0.80214108,10.54242562,1.60428216
Irene Ran 2,Irene2,Irene,0,F,SY,0,,35.63483,-90.72179,2/10/2017,1,2/10/2017,stubble,rice stubble,0.1,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,harvested,2/10/2017,stubble,rice stubble,0.1,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,rice,0,0,harvested,,300,NA,NA,7.25,9,2,2.25,4,6.5,8,13,3,6,2,1.25,0.25,2.25,0.75,NA,NA,NA,NA,3.166666667,1,9.5,3,8,1,6,0.5,6,0.5,NA,NA,NA,NA,NA,NA,,,,6.666666667,0.666666667,20,,,740,NA,NA,7.25,35,4,16,9,6.5,8,44,4,6,2,1.25,0.75,2.25,0.75,8,2,NA,NA,4.375,1.375,17.5,5.5,8,1,6,0.5,6,0.5,10,0.5,NA,NA,NA,NA,,,,7.5,0.625,30,,,3600,0,334800,345600,6300,82800,11700,0.458366331,0,42.62806883,44.00316782,0.80214108,10.54242562,1.489690577
Irene Obs 3,Irene3,Irene,1,F,SY,0,,35.63537,-90.72341,2/15/2017,1,2/15/2017,wire,utility wire,7.25,1,ditch,4,1.75,NA,NA,4,1.75,NA,NA,0.15,NA,NA,0.15,1,rice,0,0,harvested,2/15/2017,wire,utility wire,7.25,1,ditch,4,1.75,NA,NA,4,1.75,NA,NA,0.15,NA,NA,0.15,1,rice,0,0,harvested,,200,NA,NA,7.25,2,1.7,1.8,2,8,8,4,2,6,2,1.25,0.25,NA,NA,NA,NA,NA,NA,3.625,1.125,7.25,2.25,8,1,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,,,,7,0.75,14,,,740,NA,NA,7.25,101,5,16,10,6.5,8,111,4,6,2,1.25,0.25,2.25,0.75,8,2,NA,NA,4.375,1.25,17.5,5,8,1,6,0.5,6,0.5,10,0.5,NA,NA,NA,NA,,,,7.5,0.625,30,,,3600,0,338400,339300,6300,82800,12600,0.458366331,0,43.08643516,43.20102674,0.80214108,10.54242562,1.60428216
Irene Ran 3,Irene3,Irene,0,F,SY,0,,35.63739,-90.72309,2/15/2017,1,2/15/2017,stubble,soy stubble,0.1,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,soy,0,0,harvested,2/15/2017,stubble,soy stubble,0.1,0,none,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,soy,0,0,harvested,,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,,150,NA,NA,7.25,101,5,16,5,6.5,8,106,3,6,2,1.25,0.25,2.25,0.75,NA,NA,NA,NA,3.166666667,1,9.5,3,8,1,6,0.6,6,0.5,NA,NA,NA,NA,NA,NA,,,,6.666666667,0.7,20,,,3600,0,334800,345600,6300,82800,11700,0.458366331,0,42.62806883,44.00316782,0.80214108,10.54242562,1.489690577
Irene Obs 4,Irene4,Irene,1,F,SY,0,,35.63552,-90.72263,2/17/2017,1,2/17/2017,wire,utility wire,8,1,ditch,8,2.25,NA,NA,8,2.25,NA,NA,0.2,NA,NA,0.2,1,rice,0,0,semi-tilled,2/17/2017,wire,utility wire,8,1,ditch,8,2.25,NA,NA,8,2.25,NA,NA,0.2,NA,NA,0.2,1,rice,0,0,semi-tilled,,290,NA,NA,7.25,5,2,2.25,4,6.5,8,9,3,2.25,0.75,1.75,0.75,6,2,NA,NA,NA,NA,3.333333333,1.166666667,10,3.5,6,0.5,6,0.5,8,1,NA,NA,NA,NA,NA,NA,,,,6.666666667,0.666666667,20,,,740,NA,NA,7.25,40,5,16,10,6.5,8,50,4,6,2,1.25,0.75,2.25,0.5,8,2,NA,NA,4.375,1.3125,17.5,5.25,8,1,6,0.5,6,0.5,10,2,NA,NA,NA,NA,,,,7.5,1,30,,,3600,0,338400,339300,6300,82800,12600,0.458366331,0,43.08643516,43.20102674,0.80214108,10.54242562,1.60428216
Irene Ran 4,Irene4,Irene,0,F,SY,0,,35.6342,-90.72269,2/17/2017,1,2/17/2017,stubble,rice stubble,0.25,1,flooded field,NA,NA,NA,NA,0,0,NA,6,0.03,NA,NA,0.03,1,rice,0,0,semi-tilled,2/17/2017,stubble,rice stubble,0.25,1,flooded field,NA,NA,NA,NA,0,0,NA,30,0.03,NA,NA,0.03,1,rice,0,0,semi-tilled,,200,NA,NA,7.25,2,1.5,1.6,2,8,8,4,2,1.25,0.75,2.25,0.75,NA,NA,NA,NA,NA,NA,1.75,0.75,3.5,1.5,6,0.5,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,,,,6,0.5,12,,,650,NA,NA,7.25,15,4,16,10,6.5,8,25,4,6,2,1.25,0.75,2.25,0.5,8,2,NA,NA,4.375,1.3125,17.5,5.25,8,1,6,0.5,6,0.5,10,2,NA,NA,NA,NA,,,,7.5,1,30,,,3600,0,334800,345600,6300,82800,11700,0.458366331,0,42.62806883,44.00316782,0.80214108,10.54242562,1.489690577
Irene Obs 5,Irene5,Irene,1,F,SY,0,,35.63522,-90.7243,2/19/2017,1,2/19/2017,stubble,rice stubble,0.25,1,flooded field,NA,NA,NA,NA,0,0,NA,8,0.1,NA,NA,0.1,1,rice,0,0,harvested,2/19/2017,stubble,rice stubble,0.25,1,flooded field,NA,NA,NA,NA,0,0,NA,38,0.1,NA,NA,0.1,1,rice,0,0,harvested,,200,NA,NA,7.25,51,5,16,5,5,8,56,2,6,2,8,2,NA,NA,NA,NA,NA,NA,7,2,14,4,8,1,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,,,,9,0.75,18,,,760,NA,NA,7.25,101,5,16,18,4,8,119,4,6,2,1.25,0.5,2.25,0.5,8,2,NA,NA,4.375,1.25,17.5,5,8,1,6,0.5,6,0.5,10,0.5,NA,NA,NA,NA,,,,7.5,0.625,30,,,3600,0,338400,339300,6300,82800,12600,0.458366331,0,43.08643516,43.20102674,0.80214108,10.54242562,1.60428216
Irene Ran 5,Irene5,Irene,0,F,SY,0,,35.63584,-90.72425,2/19/2017,1,2/19/2017,natural,tree,6,1,ditch,8,2.75,NA,NA,8,2.75,NA,NA,0.1,NA,NA,0.1,0,none,NA,NA,NA,2/19/2017,natural,tree,6,1,ditch,8,2.75,NA,NA,8,2.75,NA,NA,0.1,NA,NA,0.1,0,none,NA,NA,NA,,185,NA,NA,7.25,51,5,16,5,5,8,56,2,6,2,8,2,NA,NA,NA,NA,NA,NA,7,2,14,4,8,1,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,,,,9,0.75,18,,,750,NA,NA,7.25,101,5,16,18,4,8,119,4,6,2,1.25,0.5,2.25,0.5,8,2,NA,NA,4.375,1.25,17.5,5,8,1,6,0.5,6,0.5,10,0.5,NA,NA,NA,NA,,,,7.5,0.625,30,,,3600,0,334800,345600,6300,82800,11700,0.458366331,0,42.62806883,44.00316782,0.80214108,10.54242562,1.489690577
Irene Obs 6,Irene6,Irene,1,F,SY,0,,35.63433,-90.72416,2/22/2017,1,2/22/2017,stubble,stubble,0.2,1,flooded field,NA,NA,NA,NA,0,0,NA,30,0.0125,NA,NA,0.0125,1,rice,1,0,semi-tilled,2/22/2017,stubble,stubble,0.2,1,flooded field,NA,NA,NA,NA,0,0,NA,120,0.01,NA,NA,0.01,1,rice,1,0,semi-tilled,,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,,300,NA,NA,7.25,50,5,16,10,6.5,8,60,4,8,2,1.25,0.5,2.25,0.5,8,2,NA,NA,4.875,1.25,19.5,5,10,0.5,6,0.5,6,0.5,10,0.5,NA,NA,NA,NA,,,,8,0.5,32,,,3600,0,338400,339300,6300,82800,12600,0.458366331,0,43.08643516,43.20102674,0.80214108,10.54242562,1.60428216
Irene Ran 6,Irene6,Irene,0,F,SY,0,,35.63287,-90.72457,2/22/2017,1,2/22/2017,stubble,stubble,0.2,1,flooded field,NA,NA,NA,NA,0,0,NA,30,0.0125,NA,NA,0.0125,1,rice,1,0,semi-tilled,2/22/2017,stubble,stubble,0.2,1,flooded field,NA,NA,NA,NA,0,0,NA,120,0.01,NA,NA,0.01,1,rice,1,0,semi-tilled,,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0,0,0,,,3600,0,334800,345600,6300,82800,11700,0.458366331,0,42.62806883,44.00316782,0.80214108,10.54242562,1.489690577
